Symbol,Date,Close,Volume,PreviousDayVolume,VolumeChange,VolumeChangePercent
MSFT,2003-08-05,25.66,58825800,51825600,7000200,13.507224228952486
MSFT,2003-08-06,25.65,56294900,58825800,-2530900,-4.30236392875235
MSFT,2003-08-07,25.709999,44258500,56294900,-12036400,-21.380977672933071
MSFT,2003-08-08,25.58,33241400,44258500,-11017100,-24.892619496819819
MSFT,2003-08-11,25.610001,36433900,33241400,3192500,9.603987798347843
MSFT,2003-08-12,25.73,38208400,36433900,1774500,4.8704640458474113
MSFT,2003-08-13,25.6,39636900,38208400,1428500,3.7387066718313253
MSFT,2003-08-14,25.629999,37338300,39636900,-2298600,-5.799141708862197
MSFT,2003-08-15,25.540001,27607900,37338300,-9730400,-26.060104503954385
MSFT,2003-08-18,25.700001,45817400,27607900,18209500,65.9575701158002
MSFT,2003-08-19,26.620001,72952900,45817400,27135500,59.225316146267573
MSFT,2003-08-20,26.450001,56739300,72952900,-16213600,-22.224750489699517
MSFT,2003-08-21,26.24,63802700,56739300,7063400,12.44886701104878
MSFT,2003-08-22,26.219999,65846300,63802700,2043600,3.2029992461134089
MSFT,2003-08-25,26.5,36132900,65846300,-29713400,-45.125390492708014
MSFT,2003-08-26,26.57,47546000,36132900,11413100,31.586448914977762
MSFT,2003-08-27,26.42,30633900,47546000,-16912100,-35.569974340638538
MSFT,2003-08-28,26.51,46211200,30633900,15577300,50.849875464762896
MSFT,2003-08-29,26.52,34503000,46211200,-11708200,-25.33628211342705
MSFT,2003-09-02,27.26,74168900,34503000,39665900,114.96362635133177
MSFT,2003-09-03,28.299999,109437800,74168900,35268900,47.55214112653686
MSFT,2003-09-04,28.43,59840800,109437800,-49597000,-45.319807232967037
MSFT,2003-09-05,28.379999,64024500,59840800,4183700,6.9913838050293444
MSFT,2003-09-08,28.84,46105300,64024500,-17919200,-27.988035830033812
MSFT,2003-09-09,28.370001,44315200,46105300,-1790100,-3.8826338837400471
MSFT,2003-09-10,27.549999,54763500,44315200,10448300,23.577237606961042
MSFT,2003-09-11,27.84,37813300,54763500,-16950200,-30.951637495777295
MSFT,2003-09-12,28.34,55777200,37813300,17963900,47.506829607571937
MSFT,2003-09-15,28.360001,41432300,55777200,-14344900,-25.718214610988007
MSFT,2003-09-16,28.9,52060600,41432300,10628300,25.652208542610477
MSFT,2003-09-17,28.5,47221600,52060600,-4839000,-9.2949370541253842
MSFT,2003-09-18,29.5,67268100,47221600,20046500,42.451971131854918
MSFT,2003-09-19,29.959999,92433800,67268100,25165700,37.411046246289104
MSFT,2003-09-22,29.07,65678700,92433800,-26755100,-28.945147770620704
MSFT,2003-09-23,29.6,57827800,65678700,-7850900,-11.953494816432116
MSFT,2003-09-24,28.459999,66336500,57827800,8508700,14.71385734888756
MSFT,2003-09-25,28.24,56224500,66336500,-10112000,-15.243493401068795
MSFT,2003-09-26,28.190001,49864700,56224500,-6359800,-11.311438963441205
MSFT,2003-09-29,28.83,47380300,49864700,-2484400,-4.982282055241483
MSFT,2003-09-30,27.799999,63333700,47380300,15953400,33.6709560724605
MSFT,2003-10-01,28.52,58375900,63333700,-4957800,-7.8280599428108566
MSFT,2003-10-02,28.5,38143600,58375900,-20232300,-34.658651943695943
MSFT,2003-10-03,29.08,57303000,38143600,19159400,50.2296584485995
MSFT,2003-10-06,29.190001,34047600,57303000,-23255400,-40.58321553845348
MSFT,2003-10-07,29.139999,52356800,34047600,18309200,53.775302811358216
MSFT,2003-10-08,28.82,46989100,52356800,-5367700,-10.252154447941814
MSFT,2003-10-09,28.940001,62653300,46989100,15664200,33.335816178645686
MSFT,2003-10-10,28.91,37604700,62653300,-25048600,-39.979697797242927
MSFT,2003-10-13,28.780001,39320300,37604700,1715600,4.5621956829864345
MSFT,2003-10-14,28.68,34851300,39320300,-4469000,-11.365630475861069
MSFT,2003-10-15,29.07,57242100,34851300,22390800,64.24667085589347
MSFT,2003-10-16,29.23,42232500,57242100,-15009600,-26.221260226301968
MSFT,2003-10-17,28.93,49960000,42232500,7727500,18.297519682708817
MSFT,2003-10-20,29.35,38794500,49960000,-11165500,-22.348879103282627
MSFT,2003-10-21,29.35,44166800,38794500,5372300,13.848097024062689
MSFT,2003-10-22,28.889999,48798500,44166800,4631700,10.486836266154668
MSFT,2003-10-23,28.91,67357900,48798500,18559400,38.032726415770981
MSFT,2003-10-24,26.610001,210558300,67357900,143200400,212.59629531205695
MSFT,2003-10-27,26.91,65619100,210558300,-144939200,-68.835662142029079
MSFT,2003-10-28,27.200001,71752600,65619100,6133500,9.3471260654291211
MSFT,2003-10-29,26.74,73551500,71752600,1798900,2.5070868512081792
MSFT,2003-10-30,26.120001,98729400,73551500,25177900,34.231660809092951
MSFT,2003-10-31,26.139999,69623700,98729400,-29105700,-29.480276391834654
MSFT,2003-11-03,26.68,57772300,69623700,-11851400,-17.022077252429849
MSFT,2003-11-04,26.07,84026100,57772300,26253800,45.443577631494684
MSFT,2003-11-05,26.1,61514400,84026100,-22511700,-26.791318411779198
MSFT,2003-11-06,26.23,68189800,61514400,6675400,10.851768041304149
MSFT,2003-11-07,26.1,57822100,68189800,-10367700,-15.204180097316607
MSFT,2003-11-10,26.0,54579100,57822100,-3243000,-5.6085821857040825
MSFT,2003-11-11,25.799999,64990700,54579100,10411600,19.076166517952842
MSFT,2003-11-12,25.98,75877300,64990700,10886600,16.751012067880481
MSFT,2003-11-13,25.690001,78949500,75877300,3072200,4.0489052720642409
MSFT,2003-11-14,25.5,83146400,78949500,4196900,5.3159298032286459
MSFT,2003-11-17,25.15,103900200,83146400,20753800,24.960551509145315
MSFT,2003-11-18,25.15,106868300,103900200,2968100,2.8566836252480745
MSFT,2003-11-19,25.35,78853300,106868300,-28015000,-26.21450888617111
MSFT,2003-11-20,25.1,106845700,78853300,27992400,35.499338645307169
MSFT,2003-11-21,25.110001,70712900,106845700,-36132800,-33.817739038632347
MSFT,2003-11-24,25.73,99463800,70712900,28750900,40.658635128809593
MSFT,2003-11-25,25.4,85663800,99463800,-13800000,-13.87439450332684
MSFT,2003-11-26,25.450001,69758400,85663800,-15905400,-18.567236102064115
MSFT,2003-11-28,25.709999,33402600,69758400,-36355800,-52.116734328769013
MSFT,2003-12-01,25.84,101914600,33402600,68512000,205.10978187326737
MSFT,2003-12-02,25.66,85121700,101914600,-16792900,-16.477423254371796
MSFT,2003-12-03,25.67,93121600,85121700,7999900,9.3981910605638745
MSFT,2003-12-04,26.200001,87202400,93121600,-5919200,-6.3564199927836293
MSFT,2003-12-05,25.98,96610900,87202400,9408500,10.789267267873361
MSFT,2003-12-08,26.24,90504000,96610900,-6106900,-6.3211293963724584
MSFT,2003-12-09,26.379999,103547100,90504000,13043100,14.411628215327498
MSFT,2003-12-10,26.59,82853700,103547100,-20693400,-19.984528779656792
MSFT,2003-12-11,26.610001,79309000,82853700,-3544700,-4.2782639761410781
MSFT,2003-12-12,26.65,69154100,79309000,-10154900,-12.804221462885677
MSFT,2003-12-15,26.74,88860600,69154100,19706500,28.496502738087838
MSFT,2003-12-16,27.059999,73978000,88860600,-14882600,-16.748255132195823
MSFT,2003-12-17,27.040001,53712300,73978000,-20265700,-27.394225310227366
MSFT,2003-12-18,27.4,61177800,53712300,7465500,13.899051055344867
MSFT,2003-12-19,27.360001,76856400,61177800,15678600,25.627923854731616
MSFT,2003-12-22,27.18,43894800,76856400,-32961600,-42.88725467235
MSFT,2003-12-23,27.15,39609000,43894800,-4285800,-9.7637989010087765
MSFT,2003-12-24,27.040001,19924200,39609000,-19684800,-49.69779595546467
MSFT,2003-12-26,27.209999,12076900,19924200,-7847300,-39.385772076168678
MSFT,2003-12-29,27.459999,40426700,12076900,28349800,234.74401543442437
MSFT,2003-12-30,27.52,34406600,40426700,-6020100,-14.891396032819893
MSFT,2003-12-31,27.370001,42198900,34406600,7792300,22.647689687443691
MSFT,2004-01-02,27.450001,44487700,42198900,2288800,5.4238380621295814
MSFT,2004-01-05,28.139999,67333700,44487700,22846000,51.353520186478505
MSFT,2004-01-06,28.24,46950800,67333700,-20382900,-30.271468818734153
MSFT,2004-01-07,28.209999,54298200,46950800,7347400,15.649147618357942
MSFT,2004-01-08,28.16,58810800,54298200,4512600,8.3107727327977727
MSFT,2004-01-09,27.66,67079900,58810800,8269100,14.060512694947185
MSFT,2004-01-12,27.57,55845200,67079900,-11234700,-16.748236058789594
MSFT,2004-01-13,27.43,51555900,55845200,-4289300,-7.6806959237320314
MSFT,2004-01-14,27.700001,43907000,51555900,-7648900,-14.836129327584233
MSFT,2004-01-15,27.540001,58504100,43907000,14597100,33.245496162343137
MSFT,2004-01-16,27.809999,63983400,58504100,5479300,9.3656683890530754
MSFT,2004-01-20,28.1,63068500,63983400,-914900,-1.4299021308651931
MSFT,2004-01-21,28.299999,53570600,63068500,-9497900,-15.059657356683607
MSFT,2004-01-22,28.01,78425200,53570600,24854600,46.3959709243503
MSFT,2004-01-23,28.48,127259100,78425200,48833900,62.268123001280195
MSFT,2004-01-26,28.799999,58299600,127259100,-68959500,-54.188266300798929
MSFT,2004-01-27,28.25,63196200,58299600,4896600,8.3990284667476285
MSFT,2004-01-28,27.709999,71336000,63196200,8139800,12.880204822441858
MSFT,2004-01-29,27.91,63748400,71336000,-7587600,-10.636424806549288
MSFT,2004-01-30,27.65,40528700,63748400,-23219700,-36.423972993832
MSFT,2004-02-02,27.4,62891800,40528700,22363100,55.178429113196323
MSFT,2004-02-03,27.290001,47993800,62891800,-14898000,-23.688302767610402
MSFT,2004-02-04,27.01,60648000,47993800,12654200,26.366322316632569
MSFT,2004-02-05,26.959999,55527500,60648000,-5120500,-8.442982456140351
MSFT,2004-02-06,27.08,47209600,55527500,-8317900,-14.979784791319616
MSFT,2004-02-09,26.9,48108500,47209600,898900,1.9040618857181593
MSFT,2004-02-10,27.02,37790600,48108500,-10317900,-21.447145514825863
MSFT,2004-02-11,27.15,51515300,37790600,13724700,36.317761559752952
MSFT,2004-02-12,26.950001,44537000,51515300,-6978300,-13.546072720143338
MSFT,2004-02-13,26.59,67541100,44537000,23004100,51.651660417181219
MSFT,2004-02-17,26.99,43477000,67541100,-24064100,-35.628824523142207
MSFT,2004-02-18,26.77,50334700,43477000,6857700,15.773167421855232
MSFT,2004-02-19,26.459999,61840600,50334700,11505900,22.858783304559278
MSFT,2004-02-20,26.57,57821900,61840600,-4018700,-6.4984815800622888
MSFT,2004-02-23,26.610001,50256800,57821900,-7565100,-13.083451079954134
MSFT,2004-02-24,26.879999,55426500,50256800,5169700,10.286568185797742
MSFT,2004-02-25,26.700001,64275700,55426500,8849200,15.96564820077039
MSFT,2004-02-26,26.5,66602700,64275700,2327000,3.6203417465698542
MSFT,2004-02-27,26.530001,58266500,66602700,-8336200,-12.516309398868215
MSFT,2004-03-01,26.700001,51912300,58266500,-6354200,-10.905408768331718
MSFT,2004-03-02,26.389999,66331000,51912300,14418700,27.775113027163119
MSFT,2004-03-03,26.370001,54998700,66331000,-11332300,-17.084470308000785
MSFT,2004-03-04,26.370001,44023200,54998700,-10975500,-19.955926230983643
MSFT,2004-03-05,26.35,59849800,44023200,15826600,35.950589689073034
MSFT,2004-03-08,25.83,69367800,59849800,9518000,15.903144204324827
MSFT,2004-03-09,25.719999,81111700,69367800,11743900,16.929901193349075
MSFT,2004-03-10,25.370001,75155800,81111700,-5955900,-7.3428370999498229
MSFT,2004-03-11,25.09,90536300,75155800,15380500,20.464821078346581
MSFT,2004-03-12,25.379999,64137100,90536300,-26399200,-29.158691044365632
MSFT,2004-03-15,25.16,68835300,64137100,4698200,7.3252454507609475
MSFT,2004-03-16,25.18,65453800,68835300,-3381500,-4.9124504433045253
MSFT,2004-03-17,25.129999,56241400,65453800,-9212400,-14.074660294742245
MSFT,2004-03-18,24.889999,123231000,56241400,66989600,119.11083294512584
MSFT,2004-03-19,24.629999,86281600,123231000,-36949400,-29.983851465946071
MSFT,2004-03-22,24.5,127605200,86281600,41323600,47.893873085339166
MSFT,2004-03-23,24.15,91696300,127605200,-35908900,-28.140624363270462
MSFT,2004-03-24,24.41,97584700,91696300,5888400,6.4216331520464838
MSFT,2004-03-25,25.190001,85677900,97584700,-11906800,-12.201502899532406
MSFT,2004-03-26,25.030001,61584900,85677900,-24093000,-28.1204371255598
MSFT,2004-03-29,25.309999,51881600,61584900,-9703300,-15.755972649139643
MSFT,2004-03-30,25.200001,59010400,51881600,7128800,13.740516869179054
MSFT,2004-03-31,24.93,70533200,59010400,11522800,19.526727492103088
MSFT,2004-04-01,25.08,69051900,70533200,-1481300,-2.1001457469673857
MSFT,2004-04-02,25.85,98043800,69051900,28991900,41.985665854234277
MSFT,2004-04-05,25.950001,53800300,98043800,-44243500,-45.126259896087255
MSFT,2004-04-06,25.799999,48992000,53800300,-4808300,-8.9373107584901934
MSFT,2004-04-07,25.59,63268900,48992000,14276900,29.141288373612017
MSFT,2004-04-08,25.48,45294600,63268900,-17974300,-28.4093764867099
MSFT,2004-04-12,25.610001,38786800,45294600,-6507800,-14.367717123012454
MSFT,2004-04-13,25.450001,56971500,38786800,18184700,46.8837336413419
MSFT,2004-04-14,25.51,61079600,56971500,4108100,7.2107983816469643
MSFT,2004-04-15,25.219999,73756900,61079600,12677300,20.755374953339576
MSFT,2004-04-16,25.16,51768600,73756900,-21988300,-29.811854890864449
MSFT,2004-04-19,25.530001,44592100,51768600,-7176500,-13.862650332440902
MSFT,2004-04-20,25.33,59902600,44592100,15310500,34.334557017947127
MSFT,2004-04-21,25.450001,49252000,59902600,-10650600,-17.779862643691594
MSFT,2004-04-22,25.950001,99207700,49252000,49955700,101.42877446601153
MSFT,2004-04-23,27.540001,258269000,99207700,159061300,160.33160732483466
MSFT,2004-04-26,27.24,89391000,258269000,-168878000,-65.388412856362947
MSFT,2004-04-27,27.219999,80716800,89391000,-8674200,-9.70366144242709
MSFT,2004-04-28,26.559999,72842200,80716800,-7874600,-9.7558376942594354
MSFT,2004-04-29,26.48,77787300,72842200,4945100,6.7887845232571227
MSFT,2004-04-30,26.129999,66172200,77787300,-11615100,-14.931871912253028
MSFT,2004-05-03,26.35,65916200,66172200,-256000,-0.38686941041706335
MSFT,2004-05-04,26.33,55496400,65916200,-10419800,-15.807646678661694
MSFT,2004-05-05,26.299999,51841700,55496400,-3654700,-6.58547221081007
MSFT,2004-05-06,26.120001,62693900,51841700,10852200,20.9333413063229
MSFT,2004-05-07,25.780001,68290200,62693900,5596300,8.9263867776609835
MSFT,2004-05-10,25.93,64621400,68290200,-3668800,-5.3723667524769292
MSFT,2004-05-11,25.940001,57917200,64621400,-6704200,-10.374581794885286
MSFT,2004-05-12,25.940001,64145600,57917200,6228400,10.75397291305519
MSFT,2004-05-13,26.1,63861500,64145600,-284100,-0.44289865555860419
MSFT,2004-05-14,25.860001,43775300,63861500,-20086200,-31.452753223773321
MSFT,2004-05-17,25.540001,55149600,43775300,11374300,25.983374185899354
MSFT,2004-05-18,25.83,58158600,55149600,3009000,5.4560685843596328
MSFT,2004-05-19,25.620001,60052800,58158600,1894200,3.2569559789953675
MSFT,2004-05-20,25.73,52089900,60052800,-7962900,-13.259831348413394
MSFT,2004-05-21,25.889999,57809300,52089900,5719400,10.979863658789899
MSFT,2004-05-24,25.76,56250500,57809300,-1558800,-2.6964519549622636
MSFT,2004-05-25,26.1,66615000,56250500,10364500,18.425613994542271
MSFT,2004-05-26,26.139999,50306900,66615000,-16308100,-24.481122870224421
MSFT,2004-05-27,26.190001,49071900,50306900,-1235000,-2.4549316296571644
MSFT,2004-05-28,26.23,37393000,49071900,-11678900,-23.799567573295512
MSFT,2004-06-01,26.110001,48369500,37393000,10976500,29.3544246249298
MSFT,2004-06-02,26.129999,54020000,48369500,5650500,11.681948335211239
MSFT,2004-06-03,25.889999,45933100,54020000,-8086900,-14.970196223620883
MSFT,2004-06-04,25.950001,48815300,45933100,2882200,6.2747778834870722
MSFT,2004-06-07,26.43,65218600,48815300,16403300,33.602784372932263
MSFT,2004-06-08,26.6,58447700,65218600,-6770900,-10.381854256301116
MSFT,2004-06-09,26.469999,50385500,58447700,-8062200,-13.793870417484349
MSFT,2004-06-10,26.77,48109200,50385500,-2276300,-4.5177680086532837
MSFT,2004-06-14,26.9,67377500,48109200,19268300,40.051175242988869
MSFT,2004-06-15,27.41,114183400,67377500,46805900,69.468145894400948
MSFT,2004-06-16,27.32,67431100,114183400,-46752300,-40.944918438231824
MSFT,2004-06-17,27.77,105427500,67431100,37996400,56.348480152333266
MSFT,2004-06-18,28.35,134218700,105427500,28791200,27.309003817789478
MSFT,2004-06-21,28.35,116881700,134218700,-17337000,-12.916978036592516
MSFT,2004-06-22,28.290001,98932000,116881700,-17949700,-15.357151718361386
MSFT,2004-06-23,28.299999,58558400,98932000,-40373600,-40.809444871224684
MSFT,2004-06-24,28.389999,65503800,58558400,6945400,11.860638268805159
MSFT,2004-06-25,28.57,71136500,65503800,5632700,8.5990431089494042
MSFT,2004-06-28,28.280001,77024100,71136500,5887600,8.2764825370941786
MSFT,2004-06-29,28.5,55371700,77024100,-21652400,-28.111201558992576
MSFT,2004-06-30,28.559999,83544400,55371700,28172700,50.879239756048669
MSFT,2004-07-01,28.629999,78441400,83544400,-5103000,-6.1081293300328934
MSFT,2004-07-02,28.57,36690100,78441400,-41751300,-53.2261025427899
MSFT,2004-07-06,28.02,69158900,36690100,32468800,88.494716558417664
MSFT,2004-07-07,28.1,66255700,69158900,-2903200,-4.1978689655272134
MSFT,2004-07-08,27.639999,59125100,66255700,-7130600,-10.762243852227053
MSFT,2004-07-09,27.860001,50249300,59125100,-8875800,-15.011898499960255
MSFT,2004-07-12,27.889999,45757300,50249300,-4492000,-8.9394280119325042
MSFT,2004-07-13,27.6,43274100,45757300,-2483200,-5.4268936322728836
MSFT,2004-07-14,28.129999,87656300,43274100,44382200,102.56065406328496
MSFT,2004-07-15,27.870001,46759700,87656300,-40896600,-46.655631141172968
MSFT,2004-07-16,27.48,66406300,46759700,19646600,42.01609505621294
MSFT,2004-07-19,27.950001,60354500,66406300,-6051800,-9.11329196175664
MSFT,2004-07-20,28.32,89010700,60354500,28656200,47.479806808108762
MSFT,2004-07-21,28.860001,201518000,89010700,112507300,126.39750052521777
MSFT,2004-07-22,29.0,124640700,201518000,-76877300,-38.149098343572284
MSFT,2004-07-23,28.030001,97372700,124640700,-27268000,-21.877284065317347
MSFT,2004-07-26,28.66,72387600,97372700,-24985100,-25.659245353163669
MSFT,2004-07-27,28.440001,72968400,72387600,580800,0.80234736336057566
MSFT,2004-07-28,28.58,62718800,72968400,-10249600,-14.046628403528102
MSFT,2004-07-29,28.48,60148400,62718800,-2570400,-4.0982926969266
MSFT,2004-07-30,28.49,59552900,60148400,-595500,-0.99005127318432407
MSFT,2004-08-02,28.52,52267000,59552900,-7285900,-12.234332836855971
MSFT,2004-08-03,28.07,53990900,52267000,1723900,3.2982570264220255
MSFT,2004-08-04,28.059999,46217900,53990900,-7773000,-14.396870583746521
MSFT,2004-08-05,27.530001,55591700,46217900,9373800,20.281752308088425
MSFT,2004-08-06,27.139999,75628000,55591700,20036300,36.04189114562066
MSFT,2004-08-09,27.18,51877500,75628000,-23750500,-31.404374041360345
MSFT,2004-08-10,27.719999,57632700,51877500,5755200,11.093826803527541
MSFT,2004-08-11,27.41,53097300,57632700,-4535400,-7.869490757851012
MSFT,2004-08-12,26.879999,50279700,53097300,-2817600,-5.3064845105118339
MSFT,2004-08-13,27.02,43333200,50279700,-6946500,-13.815714890900304
MSFT,2004-08-16,27.09,54347200,43333200,11014000,25.417001283080872
MSFT,2004-08-17,27.049999,56879700,54347200,2532500,4.6598536815144112
MSFT,2004-08-18,27.459999,58844000,56879700,1964300,3.4534289034576484
MSFT,2004-08-19,27.120001,46293000,58844000,-12551000,-21.329277411460811
MSFT,2004-08-20,27.200001,46494800,46293000,201800,0.4359190374354654
MSFT,2004-08-23,27.24,39572200,46494800,-6922600,-14.888976831817752
MSFT,2004-08-24,27.24,40835300,39572200,1263100,3.1918872339672797
MSFT,2004-08-25,27.549999,53512700,40835300,12677400,31.045198639412469
MSFT,2004-08-26,27.440001,35465500,53512700,-18047200,-33.725078345887987
MSFT,2004-08-27,27.459999,33248700,35465500,-2216800,-6.2505815510848581
MSFT,2004-08-30,27.299999,36679600,33248700,3430900,10.318899686303524
MSFT,2004-08-31,27.299999,52106700,36679600,15427100,42.059073708546443
MSFT,2004-09-01,27.389999,48507500,52106700,-3599200,-6.9073650797306287
MSFT,2004-09-02,27.620001,42161700,48507500,-6345800,-13.08210070607638
MSFT,2004-09-03,27.110001,46174400,42161700,4012700,9.5174056074589028
MSFT,2004-09-07,27.360001,44893400,46174400,-1281000,-2.7742645275304065
MSFT,2004-09-08,27.26,53278100,44893400,8384700,18.676910191698557
MSFT,2004-09-09,27.280001,56904700,53278100,3626600,6.8069244211036048
MSFT,2004-09-10,27.49,52664500,56904700,-4240200,-7.45140559567136
MSFT,2004-09-13,27.25,48239200,52664500,-4425300,-8.4028140398180931
MSFT,2004-09-14,27.440001,55920000,48239200,7680800,15.922320436491482
MSFT,2004-09-15,27.190001,52605700,55920000,-3314300,-5.9268597997138768
MSFT,2004-09-16,27.26,35951500,52605700,-16654200,-31.658546507317649
MSFT,2004-09-17,27.51,65283000,35951500,29331500,81.586303770357276
MSFT,2004-09-20,27.51,51513600,65283000,-13769400,-21.091861587243233
MSFT,2004-09-21,27.26,73874400,51513600,22360800,43.407566157286617
MSFT,2004-09-22,27.120001,68409000,73874400,-5465400,-7.3982326760014292
MSFT,2004-09-23,27.35,52155800,68409000,-16253200,-23.758862138022774
MSFT,2004-09-24,27.290001,49859800,52155800,-2296000,-4.4021949620176475
MSFT,2004-09-27,27.190001,47813600,49859800,-2046200,-4.10390735622686
MSFT,2004-09-28,27.27,62055100,47813600,14241500,29.785458530627267
MSFT,2004-09-29,27.58,61529300,62055100,-525800,-0.84731150219724083
MSFT,2004-09-30,27.65,71218000,61529300,9688700,15.746481757471646
MSFT,2004-10-01,28.25,66302800,71218000,-4915200,-6.9016259934286266
MSFT,2004-10-04,28.120001,62016200,66302800,-4286600,-6.4651869905946651
MSFT,2004-10-05,28.379999,58017700,62016200,-3998500,-6.4475088767128579
MSFT,2004-10-06,28.530001,56999600,58017700,-1018100,-1.7548093081938787
MSFT,2004-10-07,28.17,38401500,56999600,-18598100,-32.628474585786563
MSFT,2004-10-08,27.99,49556600,38401500,11155100,29.048604872205512
MSFT,2004-10-11,28.059999,44691000,49556600,-4865600,-9.8182684042085224
MSFT,2004-10-12,28.030001,56412900,44691000,11721900,26.228770893468482
MSFT,2004-10-13,28.030001,49500700,56412900,-6912200,-12.252871240443232
MSFT,2004-10-14,27.799999,41548700,49500700,-7952000,-16.064419291040331
MSFT,2004-10-15,27.99,49828500,41548700,8279800,19.9279399836818
MSFT,2004-10-18,28.41,50350700,49828500,522200,1.0479946215519231
MSFT,2004-10-19,28.18,57026500,50350700,6675800,13.258604150488473
MSFT,2004-10-20,28.700001,69078100,57026500,12051600,21.133332748809764
MSFT,2004-10-21,28.559999,94988500,69078100,25910400,37.508848679972381
MSFT,2004-10-22,27.74,101912800,94988500,6924300,7.2896192697010695
MSFT,2004-10-25,27.629999,61529500,101912800,-40383300,-39.625346374547654
MSFT,2004-10-26,27.9,76966600,61529500,15437100,25.088941077044346
MSFT,2004-10-27,28.15,72392600,76966600,-4574000,-5.9428375425184425
MSFT,2004-10-28,28.01,63059600,72392600,-9333000,-12.892201689122921
MSFT,2004-10-29,27.969999,80010100,63059600,16950500,26.880126102924851
MSFT,2004-11-01,28.08,72930900,80010100,-7079200,-8.8478829547769582
MSFT,2004-11-02,28.24,89417100,72930900,16486200,22.60523317277039
MSFT,2004-11-03,28.469999,79666700,89417100,-9750400,-10.904401954436008
MSFT,2004-11-04,29.0,87867700,79666700,8201000,10.294137952243535
MSFT,2004-11-05,29.309999,95337700,87867700,7470000,8.5014174719493063
MSFT,2004-11-08,29.280001,112802100,95337700,17464400,18.318461636897052
MSFT,2004-11-09,29.77,100401000,112802100,-12401100,-10.993678309180414
MSFT,2004-11-10,29.73,84097700,100401000,-16303300,-16.238184878636666
MSFT,2004-11-11,29.98,87358900,84097700,3261200,3.8778706195294284
MSFT,2004-11-12,29.969999,162269000,87358900,74910100,85.749820567795609
MSFT,2004-11-15,27.389999,104468000,162269000,-57801000,-35.62048203908325
MSFT,2004-11-16,27.120001,64522600,104468000,-39945400,-38.236972087146306
MSFT,2004-11-17,27.17,58830700,64522600,-5691900,-8.82156019751219
MSFT,2004-11-18,27.07,63249900,58830700,4419200,7.5117243208052935
MSFT,2004-11-19,26.860001,85808600,63249900,22558700,35.665985242664419
MSFT,2004-11-22,26.65,92410800,85808600,6602200,7.6941005913160225
MSFT,2004-11-23,26.530001,70459700,92410800,-21951100,-23.753825310461547
MSFT,2004-11-24,26.639999,60069200,70459700,-10390500,-14.746727561996432
MSFT,2004-11-26,26.6,24398700,60069200,-35670500,-59.382345694632185
MSFT,2004-11-29,26.77,67079900,24398700,42681200,174.93227098165067
MSFT,2004-11-30,26.809999,75960400,67079900,8880500,13.238689980157991
MSFT,2004-12-01,27.25,99889000,75960400,23928600,31.501413894608245
MSFT,2004-12-02,27.09,96088300,99889000,-3800700,-3.8049234650462012
MSFT,2004-12-03,27.23,76498400,96088300,-19589900,-20.387393678522773
MSFT,2004-12-06,27.33,55297400,76498400,-21201000,-27.714305135793687
MSFT,2004-12-07,27.07,111656000,55297400,56358600,101.91907756965067
MSFT,2004-12-08,27.360001,95655000,111656000,-16001000,-14.330622626638961
MSFT,2004-12-09,27.23,83006000,95655000,-12649000,-13.223563849249908
MSFT,2004-12-10,27.08,70949200,83006000,-12056800,-14.525215044695564
MSFT,2004-12-13,27.25,93812500,70949200,22863300,32.224887666104763
MSFT,2004-12-14,27.23,127843200,93812500,34030700,36.275229846768816
MSFT,2004-12-15,27.110001,106303900,127843200,-21539300,-16.848217191059049
MSFT,2004-12-16,27.16,88997500,106303900,-17306400,-16.280117662663365
MSFT,2004-12-17,26.959999,126184400,88997500,37186900,41.784207421556786
MSFT,2004-12-20,26.950001,85552800,126184400,-40631600,-32.200176883988831
MSFT,2004-12-21,27.07,94646100,85552800,9093300,10.628874800123432
MSFT,2004-12-22,26.969999,63651900,94646100,-30994200,-32.74746661510617
MSFT,2004-12-23,27.01,65801900,63651900,2150000,3.3777467758228741
MSFT,2004-12-27,26.85,55958500,65801900,-9843400,-14.959142517161359
MSFT,2004-12-28,26.950001,55075900,55958500,-882600,-1.5772402762761688
MSFT,2004-12-29,26.9,47594900,55075900,-7481000,-13.583073540332524
MSFT,2004-12-30,26.76,48355400,47594900,760500,1.5978602749454247
MSFT,2004-12-31,26.719999,54959500,48355400,6604100,13.65741985383225
MSFT,2005-01-03,26.74,65002900,54959500,10043400,18.274183717100776
MSFT,2005-01-04,26.84,109442100,65002900,44439200,68.364949871467275
MSFT,2005-01-05,26.780001,72463500,109442100,-36978600,-33.788277088981296
MSFT,2005-01-06,26.75,76890500,72463500,4427000,6.1092826043456361
MSFT,2005-01-07,26.67,68723300,76890500,-8167200,-10.621858357014196
MSFT,2005-01-10,26.799999,70376600,68723300,1653300,2.405734299720764
MSFT,2005-01-11,26.73,64712000,70376600,-5664600,-8.04898219010296
MSFT,2005-01-12,26.780001,72940600,64712000,8228600,12.715725058721722
MSFT,2005-01-13,26.27,89861600,72940600,16921000,23.198328502918812
MSFT,2005-01-14,26.120001,92180800,89861600,2319200,2.5808576744682932
MSFT,2005-01-18,26.32,69146400,92180800,-23034400,-24.988283894259979
MSFT,2005-01-19,25.98,58114100,69146400,-11032300,-15.954988256800066
MSFT,2005-01-20,25.860001,58380100,58114100,266000,0.45772024345210544
MSFT,2005-01-21,25.65,76501000,58380100,18120900,31.039515177260746
