Symbol,Date,Close,is_anomaly,lower_bound,upper_bound,anomaly_probability
GOOG,2004-08-19 00:00:00.000000 UTC,2.499133,false,2.1058946241064018,2.8923713758935983,0.0
GOOG,2004-08-20 00:00:00.000000 UTC,2.697639,true,5.3128880620656789,6.0993648138528753,0.99999999931126671
GOOG,2004-08-21 00:00:00.000000 UTC,2.7066883333333336,false,2.4556376588341662,3.2421144106213626,0.3575620285286879
GOOG,2004-08-22 00:00:00.000000 UTC,2.715737666666667,false,2.3989913833956944,3.1854681351828908,0.19689759921648786
GOOG,2004-08-23 00:00:00.000000 UTC,2.724787,false,2.3718591807162261,3.1583359325034226,0.10413462353864777
GOOG,2004-08-24 00:00:00.000000 UTC,2.61196,false,2.3584966838972963,3.1449734356844927,0.35190984653088075
GOOG,2004-08-25 00:00:00.000000 UTC,2.640104,false,2.224457141270813,3.0109338930580094,0.057815590691658647
GOOG,2004-08-26 00:00:00.000000 UTC,2.687676,false,2.2359356942295685,3.022412446016765,0.15100092501511586
GOOG,2004-08-27 00:00:00.000000 UTC,2.64384,false,2.3574787675830522,3.1439555193702486,0.2728103862687874
GOOG,2004-08-28 00:00:00.000000 UTC,2.6094690000000003,false,2.2268365954246416,3.0133133472118381,0.027307733999831663
GOOG,2004-08-29 00:00:00.000000 UTC,2.575098,false,2.1889301459323924,2.9754068977195889,0.018189843193821553
GOOG,2004-08-30 00:00:00.000000 UTC,2.540727,false,2.1687128188115654,2.9551895705987619,0.054751213645068075
GOOG,2004-08-31 00:00:00.000000 UTC,2.549693,false,2.1431638845619152,2.9296406363491116,0.0342395563035367
GOOG,2004-09-01 00:00:00.000000 UTC,2.496891,false,2.1679058085156355,2.954382560302832,0.16573341744352044
GOOG,2004-09-02 00:00:00.000000 UTC,2.528273,false,2.1286320869526314,2.9151088387398278,0.016468621674803341
GOOG,2004-09-03 00:00:00.000000 UTC,2.490913,false,2.1674045675961904,2.9538813193833868,0.179713041450824
GOOG,2004-09-04 00:00:00.000000 UTC,2.500689,false,2.0354679258205355,2.8219446776077319,0.18544774306447165
GOOG,2004-09-05 00:00:00.000000 UTC,2.510465,false,2.0879038183026317,2.8743805700898282,0.07571127851968007
GOOG,2004-09-06 00:00:00.000000 UTC,2.520241,false,2.0635947501357141,2.8500715019229106,0.16357124572873749
GOOG,2004-09-07 00:00:00.000000 UTC,2.530017,false,2.1645743953483869,2.9510511471355834,0.071758777395952933
GOOG,2004-09-08 00:00:00.000000 UTC,2.54795,false,2.1379783035228987,2.9244550553100952,0.043135926477276376
GOOG,2004-09-09 00:00:00.000000 UTC,2.548199,false,2.1971436980654544,2.9836204498526508,0.10897276835281045
GOOG,2004-09-10 00:00:00.000000 UTC,2.623417,false,2.2138519806510319,3.0003287324382284,0.042084586489776754
GOOG,2004-09-11 00:00:00.000000 UTC,2.6414326666666668,false,2.2986647848159425,3.0851415366031389,0.13035184960951696
GOOG,2004-09-12 00:00:00.000000 UTC,2.6594483333333332,false,2.3088014689679279,3.0952782207551244,0.11002775737687931
GOOG,2004-09-13 00:00:00.000000 UTC,2.677464,false,2.3582303464349073,3.1447070982221037,0.19058686903764455
GOOG,2004-09-14 00:00:00.000000 UTC,2.776842,false,2.2648493087135142,3.0513260605007106,0.30178273318733839
GOOG,2004-09-15 00:00:00.000000 UTC,2.789544,false,2.4217652067087783,3.2082419584959747,0.065711909139193336
GOOG,2004-09-16 00:00:00.000000 UTC,2.83861,false,2.4175918443523061,3.2040685961395026,0.071717385349991725
GOOG,2004-09-17 00:00:00.000000 UTC,2.926282,false,2.4472526595985107,3.2337294113857071,0.2203727617326261
GOOG,2004-09-18 00:00:00.000000 UTC,2.9418070000000003,false,2.6161900799745879,3.4026668317617843,0.17433719900444922
GOOG,2004-09-19 00:00:00.000000 UTC,2.9573319999999996,false,2.5574665172271285,3.3439432690143249,0.017047221770939647
GOOG,2004-09-20 00:00:00.000000 UTC,2.972857,false,2.5643574301738004,3.3508341819609968,0.039330668757479925
GOOG,2004-09-21 00:00:00.000000 UTC,2.934999,false,2.7246696986541723,3.5111464504413687,0.4494837975326289
GOOG,2004-09-22 00:00:00.000000 UTC,2.948448,false,2.5117671710562304,3.2982439228434268,0.11222533761710651
GOOG,2004-09-23 00:00:00.000000 UTC,3.009221,false,2.5634909722249311,3.3499677240121275,0.13555564832523226
GOOG,2004-09-24 00:00:00.000000 UTC,2.984563,false,2.640558514347223,3.4270352661344194,0.12716583851459251
GOOG,2004-09-25 00:00:00.000000 UTC,2.9715286666666665,false,2.5534812510862004,3.3399580028733968,0.064028154423745764
GOOG,2004-09-26 00:00:00.000000 UTC,2.9584943333333338,false,2.5462782567926125,3.332755008579809,0.048939697461661158
GOOG,2004-09-27 00:00:00.000000 UTC,2.94546,false,2.502913664906925,3.2893904166941215,0.1273567158070501
GOOG,2004-09-28 00:00:00.000000 UTC,3.159657,false,2.5790039138564524,3.3654806656436489,0.459226787662554
GOOG,2004-09-29 00:00:00.000000 UTC,3.264763,false,2.8222685488229282,3.6087453006101247,0.127223010429786
GOOG,2004-09-30 00:00:00.000000 UTC,3.227901,false,2.9922489234667649,3.7787256752539613,0.39311258605132382
GOOG,2004-10-01 00:00:00.000000 UTC,3.302123,false,2.9212247953431745,3.7077015471303709,0.031784587792423324
GOOG,2004-10-02 00:00:00.000000 UTC,3.3227123333333335,false,2.8485272003336184,3.6350039521208148,0.20816736107076661
GOOG,2004-10-03 00:00:00.000000 UTC,3.3433016666666666,false,2.9244121458359791,3.7108888976231755,0.06620772585194401
GOOG,2004-10-04 00:00:00.000000 UTC,3.363891,false,2.9685355021055266,3.7550122538927231,0.0054393920986053335
GOOG,2004-10-05 00:00:00.000000 UTC,3.446332,false,3.0685224291265736,3.85499918091377,0.039763853389217063
GOOG,2004-10-06 00:00:00.000000 UTC,3.414203,false,3.09054248763834,3.8770192394255365,0.17932556258680821
GOOG,2004-10-07 00:00:00.000000 UTC,3.458287,false,3.023078400843056,3.8095551526302525,0.10842293096439182
GOOG,2004-10-08 00:00:00.000000 UTC,3.430392,false,3.12105429122737,3.9075310430145667,0.21561639802108923
GOOG,2004-10-09 00:00:00.000000 UTC,3.4098856666666664,false,3.0320700765133641,3.8185468283005606,0.039748296467638111
GOOG,2004-10-10 00:00:00.000000 UTC,3.3893793333333329,false,3.0148146104972353,3.8012913622844318,0.048153310043428932
GOOG,2004-10-11 00:00:00.000000 UTC,3.368873,false,3.001335001213465,3.7878117530006614,0.066335153023363347
GOOG,2004-10-12 00:00:00.000000 UTC,3.422173,false,3.0071722672399126,3.793649019027109,0.056143670420998992
GOOG,2004-10-13 00:00:00.000000 UTC,3.509346,false,2.9628549339360619,3.7493316857232584,0.38320117435687329
GOOG,2004-10-14 00:00:00.000000 UTC,3.536743,false,3.1053270135203559,3.8918037653075523,0.098620967566865891
GOOG,2004-10-15 00:00:00.000000 UTC,3.589296,false,3.2309759811388359,4.0174527329260323,0.090191404621672744
GOOG,2004-10-16 00:00:00.000000 UTC,3.6312223333333336,false,3.2429522030133104,4.0294289548005073,0.012774611567446303
GOOG,2004-10-17 00:00:00.000000 UTC,3.6731486666666666,false,3.3387506007079528,4.1252273524951493,0.15186907750568646
GOOG,2004-10-18 00:00:00.000000 UTC,3.715075,false,3.3609667663333322,4.1474435181205287,0.10108357659063716
GOOG,2004-10-19 00:00:00.000000 UTC,3.684689,false,3.3290392127917841,4.1155159645789805,0.0970979129592271
GOOG,2004-10-20 00:00:00.000000 UTC,3.499134,false,3.3755858820777127,4.16206263386491,0.62054366441257192
GOOG,2004-10-21 00:00:00.000000 UTC,3.720554,false,3.3190023254928218,4.1054790772800187,0.021393479342955546
GOOG,2004-10-22 00:00:00.000000 UTC,4.294653,false,3.5719838092881551,4.3584605610753515,0.71681081301621941
GOOG,2004-10-23 00:00:00.000000 UTC,4.4189370000000006,false,4.0404291420276275,4.8269058938148239,0.0379592791904243
GOOG,2004-10-24 00:00:00.000000 UTC,4.543221,false,4.119388003818151,4.9058647556053474,0.079003029178476236
GOOG,2004-10-25 00:00:00.000000 UTC,4.667505,false,4.2669310261718394,5.0534077779590358,0.018873015375399538
GOOG,2004-10-26 00:00:00.000000 UTC,4.528028,false,4.2452286395450818,5.0317053913322782,0.28154484165684812
GOOG,2004-10-27 00:00:00.000000 UTC,4.631889,false,4.0706568674853942,4.8571336192725907,0.41660554050543608
GOOG,2004-10-28 00:00:00.000000 UTC,4.814454,false,4.3764899133797623,5.1629666651669588,0.11553833529681601
GOOG,2004-10-29 00:00:00.000000 UTC,4.748203,false,4.4990164606297762,5.2854932124169727,0.36191428506241019
GOOG,2004-10-30 00:00:00.000000 UTC,4.7929516666666672,false,4.4054842180201073,5.1919609698073037,0.014841607374708188
GOOG,2004-10-31 00:00:00.000000 UTC,4.8377003333333333,false,4.5285605074227755,5.3150372592099719,0.21611470035996327
GOOG,2004-11-01 00:00:00.000000 UTC,4.882449,false,4.5064429075862948,5.2929196593734913,0.044425972686493176
GOOG,2004-11-02 00:00:00.000000 UTC,4.853558,false,4.4547350474023144,5.2412117991895109,0.0143616633555117
GOOG,2004-11-03 00:00:00.000000 UTC,4.773856,false,4.4581960562925316,5.244672808079728,0.19964979164756169
GOOG,2004-11-04 00:00:00.000000 UTC,4.600257,false,4.4538572224847259,5.2403339742719224,0.57900384506362035
GOOG,2004-11-05 00:00:00.000000 UTC,4.21794,false,4.0361307084973559,4.8226074602845523,0.50961994432311419
GOOG,2004-11-06 00:00:00.000000 UTC,4.244507,false,3.74783682069699,4.5343135724841863,0.26432585445581225
GOOG,2004-11-07 00:00:00.000000 UTC,4.271074,false,3.7921485475069465,4.578625299294143,0.220111576656012
GOOG,2004-11-08 00:00:00.000000 UTC,4.297641,false,3.778301559090373,4.5647783108775695,0.31947632144446936
GOOG,2004-11-09 00:00:00.000000 UTC,4.201751,false,3.6361798784214292,4.4226566302086256,0.42626769312611845
GOOG,2004-11-10 00:00:00.000000 UTC,4.180829,false,3.8552601169526204,4.6417368687398168,0.17445976280843312
GOOG,2004-11-11 00:00:00.000000 UTC,4.558414,false,3.9049302537338555,4.6914070055210519,0.603687720998676
GOOG,2004-11-12 00:00:00.000000 UTC,4.533009,false,4.1151633619589711,4.9016401137461676,0.063505919227875074
GOOG,2004-11-13 00:00:00.000000 UTC,4.556836333333333,false,4.30650022867034,5.0929769804575367,0.35923190297905805
GOOG,2004-11-14 00:00:00.000000 UTC,4.5806636666666671,false,4.1482068700568169,4.9346836218440133,0.10131178036636435
GOOG,2004-11-15 00:00:00.000000 UTC,4.604491,false,4.2041569603967579,4.9906337121839544,0.018254637181790656
GOOG,2004-11-16 00:00:00.000000 UTC,4.297392,false,4.1611900724526114,4.9476668242398079,0.5978602363313269
GOOG,2004-11-17 00:00:00.000000 UTC,4.296396,false,3.9116803028408729,4.6981570546280693,0.021933383878097179
GOOG,2004-11-18 00:00:00.000000 UTC,4.172859,false,3.847577956557811,4.6340547083450074,0.1751940856333728
GOOG,2004-11-19 00:00:00.000000 UTC,4.219185,false,3.7543416526950049,4.5408184044822013,0.18448684995393272
GOOG,2004-11-20 00:00:00.000000 UTC,4.1834856666666669,false,3.8030484478336417,4.5895251996208382,0.032975055050293967
GOOG,2004-11-21 00:00:00.000000 UTC,4.1477863333333334,false,3.8778557415867629,4.6643324933739594,0.31277040862950589
GOOG,2004-11-22 00:00:00.000000 UTC,4.112087,false,3.8463065390811533,4.63278329086835,0.32272414033254582
GOOG,2004-11-23 00:00:00.000000 UTC,4.172361,false,3.7112645909903454,4.4977413427775419,0.17494077427698884
GOOG,2004-11-24 00:00:00.000000 UTC,4.352685,false,3.8027846760514104,4.5892614278386068,0.39100477343170348
GOOG,2004-11-25 00:00:00.000000 UTC,4.410344,false,4.0337349395735851,4.8202116913607815,0.042867043699101881
GOOG,2004-11-26 00:00:00.000000 UTC,4.468003,false,4.0634645040980564,4.8499412558852528,0.029099369890467797
GOOG,2004-11-27 00:00:00.000000 UTC,4.481784666666667,false,4.0505458940124344,4.8370226457996308,0.098162758071205225
GOOG,2004-11-28 00:00:00.000000 UTC,4.4955663333333336,false,4.1139207276416059,4.9003974794288023,0.029854844437003147
GOOG,2004-11-29 00:00:00.000000 UTC,4.509348,false,3.97455295467796,4.7610297064651563,0.356085782566431
